,Title,Authors,Published,Link
541,Comparison of different modulations of photoplethysmography in extracting respiratory rate: from a physiological perspective,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/haipeng-liu"" rel=""Person""><span>Haipeng Liu</span></a>, Fei Chen, Vera Hartmann, Syed Ghufran Khalid, Stephen Hughes, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>",2020-10-01,https://pureportal.coventry.ac.uk/en/publications/comparison-of-different-modulations-of-photoplethysmography-in-ex
542,Cooking fuels and risk of all-cause and cardiopulmonary mortality in urban China: a prospective cohort study,"China Kadoorie Biobank (CKB) collaborative group, Kuai Yu, Jun Lv, Gaokun Qiu, Canqing Yu, Yu Guo, Zheng Bian, Ling Yang, Yiping Chen, Chaolong Wang, An Pan, Liming Liang, Frank B Hu, Zhengming Chen, Liming Li, Tangchun Wu",2020-03-01,https://pureportal.coventry.ac.uk/en/publications/cooking-fuels-and-risk-of-all-cause-and-cardiopulmonary-mortality
543,Cortical Characterization of Reverberation Time in Reverberant Speech,"Chengpin Luo, Changjie Pan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>, Fei Chen",2020-08-27,https://pureportal.coventry.ac.uk/en/publications/cortical-characterization-of-reverberation-time-in-reverberant-sp
544,Cost-effectiveness of a lifestyle intervention in high-risk individuals for diabetes in a low- and middle-income setting: Trial-based analysis of the Kerala Diabetes Prevention Program,"Thirunavukkarasu Sathish, Brian Oldenburg, Kavumpurathu R Thankappan, Pilvikki Absetz, Jonathan E Shaw, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/robyn-tapp"" rel=""Person""><span>Robyn J Tapp</span></a>, Paul Z Zimmet, Sajitha Balachandran, Suman S Shetty, Zahra Aziz, Ajay Mahal",4 Sept 2020,https://pureportal.coventry.ac.uk/en/publications/cost-effectiveness-of-a-lifestyle-intervention-in-high-risk-indiv
545,Coventry UK City of Culture 2021 Performance Measurement and Evaluation Progress Report Three July 2020 – September 2020,"Jonothan Neelands, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/nick-henry"" rel=""Person""><span>Nick Henry</span></a>, Valerie De Souza, Haley Beer, Ila Bharatan, Richard Tomlins, Rebecca Johnson, Tim Healey, Si Chun Lam, Mark Scott",2020-11-01,https://pureportal.coventry.ac.uk/en/publications/coventry-uk-city-of-culture-2021-performance-measurement-and-eval-3
546,Cuffless Blood Pressure Estimation Using Single Channel Photoplethysmography: A Two-Step Method,"Syed Ghufran Khalid, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/haipeng-liu"" rel=""Person""><span>Haipeng Liu</span></a>, Tahir Zia, Jufen Zhang, Fei Chen, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>",2020-01-01,https://pureportal.coventry.ac.uk/en/publications/cuffless-blood-pressure-estimation-using-single-channel-photoplet
547,Cuffless Single-Site Photoplethysmography for Blood Pressure Monitoring,"Manish Hosanee, Gabriel Chan, Kaylie Welykholowa, Rachel Cooper, Panayiotis A Kyriacou, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/john-allen"" rel=""Person""><span>John Allen</span></a>, Derek Abbott, Carlo Menon, Nigel H Lovell, Newton Howard, Wee-Shian Chan, Kenneth Lim, Richard Fletcher, Rabab Ward, Mohamed Elgendi",2020-03-07,https://pureportal.coventry.ac.uk/en/publications/cuffless-single-site-photoplethysmography-for-blood-pressure-moni
548,Dataset on Blood Flow and Instantaneous Wave-free Ratio in Normal and Stenosed Coronary Arteries,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/haipeng-liu"" rel=""Person""><span>Haipeng Liu</span></a>, Shanxing Ou, Panli Liu, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/yuhang-xu"" rel=""Person""><span>Yuhang Xu</span></a>, Yinglan Gong, Ling Xia, Xinyi Leng, Thomas Wai Hong Leung, Lin Shi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>",2020-10-01,https://pureportal.coventry.ac.uk/en/publications/dataset-on-blood-flow-and-instantaneous-wave-free-ratio-in-normal
549,Developing Indonesia’s Universal Health Coverage System,"Rosyidah Rosyidah, Guy Daly, Ali Ghufron Mukti, Anne Coufopoulus",2020-11-06,https://pureportal.coventry.ac.uk/en/publications/developing-indonesias-universal-health-coverage-system
550,Developing open technology solutions in a simulated living lab environment: research in progress amidst the Covid-19 pandemic,"Timothy Molitor, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Esme Wood, Ulf Wagner, Nicole Bausch, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/nikki-holliday"" rel=""Person""><span>Nikki Holliday</span></a>",15 Sept 2020,https://pureportal.coventry.ac.uk/en/publications/developing-open-technology-solutions-in-a-simulated-living-lab-en
551,Digital eye syndrome : COVID-19,UK Biobank Eye and Vision Consortium,2020-01-01,https://pureportal.coventry.ac.uk/en/publications/digital-eye-syndrome-covid-19
552,Effect of a Peer-led Lifestyle Intervention on Individuals With Normal Weight Obesity: Insights From the Kerala Diabetes Prevention Program,"Nitin Kapoor, Mojtaba Lotfaliany, Thirunavukkarasu Sathish, Kavumpurathu R. Thankappan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/robyn-tapp"" rel=""Person""><span>Robyn J. Tapp</span></a>, Nihal Thomas, John Furler, Brian Oldenburg",2020-07-25,https://pureportal.coventry.ac.uk/en/publications/effect-of-a-peer-led-lifestyle-intervention-on-individuals-with-n
553,"Effect of Dietary Potassium Restriction on Serum Potassium, Disease Progression, and Mortality in Chronic Kidney Disease: A Systematic Review and Meta-Analysis","Andrew Morris, Nithya Krishnan, Peter K Kimani, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/deborah-lycett"" rel=""Person""><span>Deborah Lycett</span></a>",2020-07-01,https://pureportal.coventry.ac.uk/en/publications/effect-of-dietary-potassium-restriction-on-serum-potassium-diseas
554,Effect of microcirculatory resistance on coronary blood flow and instantaneous wave-free ratio: A computational study,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/haipeng-liu"" rel=""Person""><span>Haipeng Liu</span></a>, Shanxing Ou, Panli Liu, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/yuhang-xu"" rel=""Person""><span>Yuhang Xu</span></a>, Yinglan Gong, Ling Xia, Xinyi Leng, Thomas Wai Hong Leung, Lin Shi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>",2020-11-01,https://pureportal.coventry.ac.uk/en/publications/effect-of-microcirculatory-resistance-on-coronary-blood-flow-and-
555,Effect of temporal misalignment on understanding Mandarin sentences in simulated combined electric-and-acoustic stimulation,"Hongde Wu, Wanhua Lin, Fei Chen, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>",2020-12-01,https://pureportal.coventry.ac.uk/en/publications/effect-of-temporal-misalignment-on-understanding-mandarin-sentenc
556,Effects of walnut intake on anthropometric characteristics: A systematic review and dose-response meta-analysis of randomized controlled trials,"Zhang Fang, Minyan Dang, Wenzhi Zhang, Yuewen Wang, Hamed Kord-Varkaneh, Ali Nazary-Vannani, Heitor O. Santos, Shing Cheng Tan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Fernando Zanghelini, Israel Júnior Borges do Nascimento, Yongmei Yang",2020-05-01,https://pureportal.coventry.ac.uk/en/publications/effects-of-walnut-intake-on-anthropometric-characteristics-a-syst
557,Evaluation of electrohysterogram measured from different gestational weeks for recognizing preterm delivery: a preliminary study using random Forest,"Jin Peng, Dongmei Hao, Lin Yang, Mengqing Du, Xiaoxiao Song, Hongqing Jiang, Yunhan Zhang, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>",2020-01-01,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-electrohysterogram-measured-from-different-gestatio
558,Experiences of pregnancy and maternity care for women exposed to human trafficking and sexual exploitation: a systematic review and qualitative evidence synthesis,"Samantha Nightingale, Geraldine Brady, Diane Phimister, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/lorna-odoherty"" rel=""Person""><span>Lorna O'Doherty</span></a>",2020-12-01,https://pureportal.coventry.ac.uk/en/publications/experiences-of-pregnancy-and-maternity-care-for-women-exposed-to-
559,Experiences of the Dietary Management of Serum Potassium in Chronic Kidney Disease: Interviews With UK Adults on Maintenance Hemodialysis,"Andrew Morris, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/deborah-lycett"" rel=""Person""><span>Deborah Lycett</span></a>",2020-11-01,https://pureportal.coventry.ac.uk/en/publications/experiences-of-the-dietary-management-of-serum-potassium-in-chron
560,Five insights from the Global Burden of Disease Study 2019,GBD 2019 Viewpoint Collaborators ,2020-10-17,https://pureportal.coventry.ac.uk/en/publications/five-insights-from-the-global-burden-of-disease-study-2019
561,Flexible and scalable software defined radio based testbed for large scale body movement,"Aboajeila Milad Ashleibta, Adnan Zahid , <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>, Qammer H. Abbasi, Muhammad Ali Imran ",2020-08-20,https://pureportal.coventry.ac.uk/en/publications/flexible-and-scalable-software-defined-radio-based-testbed-for-la
562,"Fostering Design Literacy, Empathy and Awareness in Codesign","<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/andree-woodcock"" rel=""Person""><span>Andree Woodcock</span></a>, Tim Ball, Katarzyna Gut, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/paul-magee"" rel=""Person""><span>Paul Magee</span></a>, Deana McDonagh, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/louise-moody"" rel=""Person""><span>Louise Moody</span></a>, Felipe Moreira, Sinead Ouillon",2020-01-01,https://pureportal.coventry.ac.uk/en/publications/fostering-design-literacy-empathy-and-awareness-in-codesign
563,From development to exploitation of digital health solutions: Lessons learnt through multidisciplinary research and consultancy,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/kim-bul"" rel=""Person""><span>Kim Bul</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/nikki-holliday"" rel=""Person""><span>Nikki Holliday</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/paul-magee"" rel=""Person""><span>Paul Magee</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/petra-wark"" rel=""Person""><span>Petra Wark</span></a>",2020-12-09,https://pureportal.coventry.ac.uk/en/publications/from-development-to-exploitation-of-digital-health-solutions-less
564,"Global burden of 369 diseases and injuries in 204 countries and territories, 1990–2019: a systematic analysis for the Global Burden of Disease Study 2019",GBD 2019 Diseases and Injuries Collaborators ,2020-10-17,https://pureportal.coventry.ac.uk/en/publications/global-burden-of-369-diseases-and-injuries-in-204-countries-and-t
565,"Global burden of 87 risk factors in 204 countries and territories, 1990–2019: a systematic analysis for the Global Burden of Disease Study 2019",GBD 2019 Risk Factors Collaborators,2020-10-17,https://pureportal.coventry.ac.uk/en/publications/global-burden-of-87-risk-factors-in-204-countries-and-territories
566,Globally altered sleep patterns and physical activity levels by confinement in 5056 individuals: ECLB COVID-19 international online survey,ECLB-COVID19 Consortium,2020-12-23,https://pureportal.coventry.ac.uk/en/publications/globally-altered-sleep-patterns-and-physical-activity-levels-by-c
567,"Habitual snoring, adiposity measures and risk of type 2 diabetes in 0.5 million Chinese adults: a 10-year cohort","China Kadoorie Biobank (CKB) collaborative group, Yuxia Wei, Bang Zheng, Junning Fan, Jun Lv, Yu Guo, Zheng Bian, Huaidong Du, Ling Yang, Yiping Chen, Jianxin Chen, Xunfu Zhong, Junshi Chen, Zhengming Chen, Canqing Yu, Liming Li",2020-02-27,https://pureportal.coventry.ac.uk/en/publications/habitual-snoring-adiposity-measures-and-risk-of-type-2-diabetes-i
568,Help to Overcome Problems Effectively for Cancer Survivors: Development and Evaluation of a Digital Self-Management Program,"Faith Martin, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/hayley-wright"" rel=""Person""><span>Hayley Wright</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/louise-moody"" rel=""Person""><span>Louise Moody</span></a>, Becky Whiteman, Michael McGillion, Wendy Clyne, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/gemma-pearce"" rel=""Person""><span>Gemma Pearce</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/andy-turner"" rel=""Person""><span>Andy Turner</span></a>",2020-05-19,https://pureportal.coventry.ac.uk/en/publications/help-to-overcome-problems-effectively-for-cancer-survivors-develo
569,Impact of time-outs on efficiency of man-up in water polo: An analysis of the differences between the three levels of water polo players,"Mladen Hraste, Igor Jelaska, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>",2020-10-01,https://pureportal.coventry.ac.uk/en/publications/impact-of-time-outs-on-efficiency-of-man-up-in-water-polo-an-anal
570,Impaired Cardiorespiratory Fitness and Muscle Strength in Children with Normal-Weight Obesity,"Martin Musálek, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Jakub Kokštejn, Šarka Vokounova, Jan Hnízdil, Filip Mess",2020-12-09,https://pureportal.coventry.ac.uk/en/publications/impaired-cardiorespiratory-fitness-and-muscle-strength-in-childre
571,Influences of Sensor Placement Site and Subject Posture on Measurement of Respiratory Frequency Using Triaxial Accelerometers,"Stephen Hughes, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/haipeng-liu"" rel=""Person""><span>Haipeng Liu</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>",2020-07-09,https://pureportal.coventry.ac.uk/en/publications/influences-of-sensor-placement-site-and-subject-posture-on-measur
572,Mapping local patterns of childhood overweight and wasting in low- and middle-income countries between 2000 and 2017,LBD Double Burden of Malnutrition Collaborators,2020-05-01,https://pureportal.coventry.ac.uk/en/publications/mapping-local-patterns-of-childhood-overweight-and-wasting-in-low
573,"Measuring universal health coverage based on an index of effective coverage of health services in 204 countries and territories, 1990-2019: a systematic analysis for the Global Burden of Disease Study 2019",GBD 2019 Universal Health Coverage Collaborators,2020-10-17,https://pureportal.coventry.ac.uk/en/publications/measuring-universal-health-coverage-based-on-an-index-of-effectiv
574,Microaneurysms detection in color fundus images using machine learning based on directional local contrast,"Shengchun Long, Jiali Chen, Ante Hu, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/haipeng-liu"" rel=""Person""><span>Haipeng Liu</span></a>, Zhiqing Chen, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>",2020-04-15,https://pureportal.coventry.ac.uk/en/publications/microaneurysms-detection-in-color-fundus-images-using-machine-lea
575,Multimodal Photoplethysmography-Based Approaches for Improved Detection of Hypertension,"Kaylie Welykholowa, Manish Hosanee, Gabriel Chan, Rachel Cooper, Panayiotis A. Kyriacou, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/john-allen"" rel=""Person""><span>John Allen</span></a>, Derek Abbott, Carlo Menon, Nigel H. Lovell, Newton Howard, Wee-Shian Chan, Kenneth Lim, Richard Fletcher, Rabab Ward, Mohamed Elgendi",2020-04-22,https://pureportal.coventry.ac.uk/en/publications/multimodal-photoplethysmography-based-approaches-for-improved-det
576,MyHealth - Developing accessible health materials with men with intellectual disability: A co-created Proof of Concept,"Martin Bollard, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/paul-magee"" rel=""Person""><span>Paul Magee</span></a>",2020-01-01,https://pureportal.coventry.ac.uk/en/publications/myhealth-developing-accessible-health-materials-with-men-with-int
577,Novel Digital Architecture of a “Low Carb Program” for Initiating and Maintaining Long-Term Sustainable Health-Promoting Behavior Change in Patients with Type 2 Diabetes,"Kristina Curtis, Charlotte Summers",2020-03-04,https://pureportal.coventry.ac.uk/en/publications/novel-digital-architecture-of-a-low-carb-program-for-initiating-a
578,Occupational exposures and exacerbations of asthma and COPD-A general population study,"Stinna Skaaby, Esben Meulengracht Flachs, Peter Lange, Vivi Schlünssen, Jacob Louis Marott, Charlotte Brauer, Børge G. Nordestgaard, Steven Sadhra, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/om-kurmi"" rel=""Person""><span>Om Kurmi</span></a>, Jens Peter Ellekilde Bonde",2020-12-28,https://pureportal.coventry.ac.uk/en/publications/occupational-exposures-and-exacerbations-of-asthma-and-copd-a-gen
579,Pistachios and cardiometabolic risk factors: a systematic review and meta-analysis of randomized controlled clinical trials,"Matin Ghanavati, Jamal Rahmani, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Susan Mohammadi Hosseinabadi, Mehran Rahimlou",2020-08-01,https://pureportal.coventry.ac.uk/en/publications/pistachios-and-cardiometabolic-risk-factors-a-systematic-review-a
580,PPGSynth: An innovative toolbox for synthesizing regular and irregular photoplethysmography waveforms,"Qunfeng Tang, Zhencheng Chen, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/john-allen"" rel=""Person""><span>John Allen</span></a>, Aymen Alian, Carlo Menin, Rabab Ward, Mohamed Elgendi",2020-11-02,https://pureportal.coventry.ac.uk/en/publications/ppgsynth-an-innovative-toolbox-for-synthesizing-regular-and-irreg
581,"Pregnancy, pregnancy loss and the risk of diabetes in Chinese women: findings from the China Kadoorie Biobank",China Kadoorie Biobank (CKB) collaborative group,2020-03-01,https://pureportal.coventry.ac.uk/en/publications/pregnancy-pregnancy-loss-and-the-risk-of-diabetes-in-chinese-wome
582,Preoperative antiviral therapy and microvascular invasion in hepatitis B virus-related hepatocellular carcinoma: A Meta-Analysis,"Zhenchang Wang, Yunjie Duan, Jinmei Zhang, Yanhang Lv, Shanshan Wu, Mingrong Cheng, Akshaya Srikanth Bhagavathula, Wafa Ali Aldhaleei, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Zongwei Huo",15 Sept 2020,https://pureportal.coventry.ac.uk/en/publications/preoperative-antiviral-therapy-and-microvascular-invasion-in-hepa
583,Prevalence of normal weight obesity and its associated cardio-metabolic risk factors - Results from the baseline data of the Kerala Diabetes Prevention Program (KDPP),"Nitin Kapoor, Mojtaba Lotfaliany, Thirunavukkarasu Sathish, Kavumpurathu R Thankappan, Nihal Thomas, John Furler, Brian Oldenburg, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/robyn-tapp"" rel=""Person""><span>Robyn J Tapp</span></a>",2020-08-25,https://pureportal.coventry.ac.uk/en/publications/prevalence-of-normal-weight-obesity-and-its-associated-cardio-met
584,Protocol for a randomised controlled feasibility trial of exercise rehabilitation for people with postural tachycardia syndrome: the PULSE study,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/gordon-mcgregor"" rel=""Person""><span>Gordon McGregor</span></a>, Siew Wan Hee, Helen Eftekhari, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/nikki-holliday"" rel=""Person""><span>Nikki Holliday</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/gemma-pearce"" rel=""Person""><span>Gemma Pearce</span></a>, Harbinder Sandhu, Jane Simmonds, Shivam Joshi, Lesley Kavi, Julie Bruce, Sandeep Panikker, Boon Lim, Sajad Hayat",2020-10-19,https://pureportal.coventry.ac.uk/en/publications/protocol-for-a-randomised-controlled-feasibility-trial-of-exercis
585,Psychological therapies for women who experience intimate partner violence,"Mohajer Hameed, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/lorna-odoherty"" rel=""Person""><span>Lorna O'Doherty</span></a>, Gail Gilchrist, Judit Tirado Muñoz, Angela Taft, Patty Chondros, Gene Feder, Melissa Tan, Kelsey Hegarty",2020-07-01,https://pureportal.coventry.ac.uk/en/publications/psychological-therapies-for-women-who-experience-intimate-partner-2
586,"Publisher Correction: Systemic inflammation is associated with incident stroke and heart disease in East Asians (Scientific Reports, (2020), 10, 1, (5605), 10.1038/s41598-020-62391-3)","China Kadoorie Biobank (CKB) collaborative group, Mohd A Karim, Christiana Kartsonaki, Derrick A Bennett, Iona Y Millwood, Michael R Hill, Daniel Avery, Zheng Bian, Huaidong Du, Yu Guo, Yijian Qian, Chan Qu, Iain Turnbull, Dan Schmidt-Valle, Chunmei Wang, Canqing Yu, Jun Lv, Junshi Chen, Robert Clarke, Liming Li<span class=""common_hidden publication_authors_full_inline_list"">Zhengming Chen, Michael V Holmes, Robin G Walters</span><button aria-expanded="""" aria-label=""Show all related authors"" aria-pressed="""" class=""author-link btn show"" data-customdata=""Author list shown, click to hide author list""><span>Show 3 more</span></button><button aria-expanded="""" aria-label=""Hide all related authors"" aria-pressed="""" class=""author-link btn hide"" data-customdata=""Authors list hidden, click to show author list""><span>Show less</span></button>",2020-12-01,https://pureportal.coventry.ac.uk/en/publications/publisher-correction-systemic-inflammation-is-associated-with-inc
587,Quercetin as an Anticancer Agent: Focus on Esophageal Cancer,"Amirhossein Davoodvandi, Mohammad Shabani Varkani, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Sadegh Jafarnejad",1 Sept 2020,https://pureportal.coventry.ac.uk/en/publications/quercetin-as-an-anticancer-agent-focus-on-esophageal-cancer
588,Raising the Digital Profile of Facial Palsy: National Surveys of Patients' and Clinicians' Experiences of Changing UK Treatment Pathways and Views on the Future Role of Digital Technology,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/ala-szczepura"" rel=""Person""><span>Ala Szczepura</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/nikki-holliday"" rel=""Person""><span>Nikki Holliday</span></a>, Catriona Neville, Karen Johnson, Amir Khan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/sam-oxford"" rel=""Person""><span>Samuel Oxford</span></a>, Charles Nduka",2020-10-05,https://pureportal.coventry.ac.uk/en/publications/raising-the-digital-profile-of-facial-palsy-national-surveys-of-p
589,Raising the Digital Profile of Facial Palsy: National Surveys of Patients’ and Clinicians’ Experiences of Changing UK Treatment Pathways and Views on the Future Role of Digital Technology (Preprint),"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/ala-szczepura"" rel=""Person""><span>Ala Szczepura</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/nikki-holliday"" rel=""Person""><span>Nikki Holliday</span></a>, Catriona Neville, Karen Johnson, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/amir-khan"" rel=""Person""><span>Amir Jahan Khan Khan</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/sam-oxford"" rel=""Person""><span>Samuel W Oxford</span></a>, Charles Nduka",2020-05-18,https://pureportal.coventry.ac.uk/en/publications/raising-the-digital-profile-of-facial-palsy-national-surveys-of-p-2
590,Referral to Slimming World in UK Stop Smoking Services (SWISSS) versus stop smoking support alone on body weight in quitters: results of a randomised controlled trial,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/deborah-lycett"" rel=""Person""><span>Deborah Lycett</span></a>, Paul Aveyard, Andrew Farmer, Amanda Lewis, Marcus Munafò",2020-01-26,https://pureportal.coventry.ac.uk/en/publications/referral-to-slimming-world-in-uk-stop-smoking-services-swisss-ver
591,Regional High Wall Shear Stress Associated With Stenosis Regression in Symptomatic Intracranial Atherosclerotic Disease,"Linfang Lan, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/haipeng-liu"" rel=""Person""><span>Haipeng Liu</span></a>, Vincent Ip, Yannie Soo, Jill Abrigo, Florence Fan, Sze Ho Ma, Karen Ma, Bonaventure Ip, Jia Liu, Yuhua Fan, Jinsheng Zeng, Vincent Mok, Lawrence Wong, David Liebeskind, Thomas Leung, Xinyi Leng",2020-10-01,https://pureportal.coventry.ac.uk/en/publications/regional-high-wall-shear-stress-associated-with-stenosis-regressi
592,Relationship between Fundamental Movement Skills and Physical Activity in Preschool-aged Children: A Systematic Review,"Fei Xin, Si-Tong Chen, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Jin-Tao Hong, Yang Liu, Yu-Jun Cai ",2020-05-19,https://pureportal.coventry.ac.uk/en/publications/relationship-between-fundamental-movement-skills-and-physical-act
593,Revolutionizing Future Healthcare using Wireless on the Walls (WoW),"Jalil ur Rehman Kazim, Tie Jun Cu, Ahmed Zoha, Lianlin Li, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Shah</span></a>, Akram Alomainy , Muhammad Ali Imran , Qammer H. Abbasi",2020-06-11,https://pureportal.coventry.ac.uk/en/publications/revolutionizing-future-healthcare-using-wireless-on-the-walls-wow
594,Self-efficacy and doctor support as mediators of depression outcomes following counselling by family doctors for intimate partner violence,"Jodie Valpied, Kelsey L. Hegarty, Stephanie J. Brown, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/lorna-odoherty"" rel=""Person""><span>Lorna O'Doherty</span></a>",2020-04-01,https://pureportal.coventry.ac.uk/en/publications/self-efficacy-and-doctor-support-as-mediators-of-depression-outco
595,Sensor fusion for identification of freezing of gait episodes using Wi-Fi and radar imaging,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Shah</span></a>, Tahir Ahsen, Ahmad Jawad, Adnan  Zahid , Haris Pervaiz , Syed Yaseen Shah, Aboajeila Milad Abdulhadi Ashleibta, Aamir Hasanali, Shadan Khattak, Qammer H. Abbasi",2020-12-01,https://pureportal.coventry.ac.uk/en/publications/sensor-fusion-for-identification-of-freezing-of-gait-episodes-usi
596,Significance of considering respiratory movement in estimating sleep stage,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/haipeng-liu"" rel=""Person""><span>Haipeng Liu</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/yuhang-xu"" rel=""Person""><span>Yuhang Xu</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>",2020-03-18,https://pureportal.coventry.ac.uk/en/publications/significance-of-considering-respiratory-movement-in-estimating-sl
